query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
hotpot_5ab61798554299488d4d9aaa,The Church of England's Oxford Movement was opposed by a clergyman who wrote wha,devotional,devotional,1.0,SUCCESS,True,True,True
hotpot_5ae1f528554299234fd04370,"What is the population of the town that starts with the letter ""B"" that is conne","15,023",15 023,1.0,SUCCESS,True,True,False
hotpot_5adcc6765542994d58a2f6c9,Where did the host of the 2014 edition of the MTV Africa Music Awards begin thei,"""I'm Gonna Git You Sucka""",comedian,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a80d2c6554299260e20a17c,British Airways and EasyJet are both based out of where?,London,london,1.0,SUCCESS,True,True,True
hotpot_5a85eed75542996432c5713b,Where did the descendants of the group of black Indians associated with the Semi,"Coahuila, Mexico",oklahoma,0.0,G1_confabulation,True,True,True
hotpot_5ae724ec5542995703ce8bd8,Where is the home of the common party princess voiced by Idina Menzel?,Arendelle,beverly hills and north hollywood,0.0,G1_confabulation,True,True,True
hotpot_5ade28b15542997c77aded83,Is the Virgilia found in Africa? And is Koeleria found all over?,yes,yes no,0.667,SUCCESS,True,True,False
hotpot_5a8a547d55429970aeb70293,"Which magazine was published first, Woman's Day or The Lady?",The Lady,lady,1.0,SUCCESS,True,True,True
hotpot_5ab48af35542996a3a969f92,Which small nocturnal fox found in the Sahara of North Africa does the French an,Fennec fox,fennec fox,1.0,SUCCESS,True,True,True
hotpot_5a8849ac5542996e4f308932,What does the business Manny Cussins was chairman of make?,furniture,furniture retail,0.667,SUCCESS,False,True,True
hotpot_5adf51595542993344016c52,Who did the 39th Vice President of the United States serve under?,Richard Nixon,richard nixon,1.0,SUCCESS,False,True,True
hotpot_5a76538d5542992db9473764,Which singer/songwriter is the Executive Vice President of A&R at Capitol Record,Nate Albert,nate albert,1.0,SUCCESS,True,True,True
hotpot_5a79258a55429974737f79a8,"In the seventh-largest country in Africa, what is the oil prodcution of the city",1200000 oilbbl/d,1 200 000 oilbbl d,0.5,SUCCESS,True,True,True
hotpot_5adff1a255429925eb1afb5e,The Kilby International Awards were named after the inventor who discovered what,integrated circuit,first integrated circuit,0.8,SUCCESS,True,True,True
hotpot_5ae43d7f5542996836b02c59,"Which director, John Schlesinger or Barbara Albert, was also a writer and film p",Barbara Albert,barbara albert,1.0,SUCCESS,True,True,True
hotpot_5adfc9a555429906c02daa42,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman",Yorgos Lanthimos,yorgos lanthimos,1.0,SUCCESS,True,True,True
hotpot_5ab692b5554299710c8d1ed6,2002–03 Inter Milan season was marked by the arrival of what retired Argentine f,Hernán Crespo,hernán crespo,1.0,SUCCESS,True,True,True
hotpot_5a7b4d765542995eb53be8fe,"For how many years did a player, who woke up on March 28, 1996 without vision in",12,11 years,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5adcc90c5542990d50227d1b,Who was an important leader of the Democratic-Republican Party?,Abraham Alfonse Albert Gallatin,albert gallatin,0.667,SUCCESS,False,True,True
hotpot_5ab6a2be554299710c8d1f08,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from w,Nebo Zovyot,nebo zovyot,1.0,SUCCESS,True,True,True
hotpot_5adf6b405542992d7e9f9341,Which contributor to Fear: 13 Stories of Suspense and Horror was born on March 1,Heather Graham,i don t know,0.0,G3_abstention,False,True,True
hotpot_5adfa1f9554299025d62a308,What is the full name of the captain of the Australian team that won the 1930 As,"William Maldon ""Bill"" Woodfull",bill woodfull,0.667,SUCCESS,True,True,True
hotpot_5ab5cd0d554299488d4d9a30,The not-for-profit company which owns a Mark VI monorail was assisted in bond fi,The State of Nevada,state of nevada,1.0,SUCCESS,True,True,True
hotpot_5a737ef85542992d56e7e336,What British rock band released the album Brothers in Arms in 1985 which also fe,Dire Straits,dire straits,1.0,SUCCESS,True,True,True
hotpot_5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over",World War II,world war ii,1.0,SUCCESS,True,True,True
hotpot_5ae618325542996de7b71b56,"Gerald Grosvenor, 6th Duke of Westminster was succeeded by the British aristocra",US$13 billion,us 13 billion,1.0,SUCCESS,True,True,True
hotpot_5ab6f9335542991d322236fc,Are Ana Kasparian and Katherine Sarafian both Armenian-,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5ab5895f554299637185c5c2,The Schumann–Runge bands are named for at least one German what?,mathematician,scientists,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a80840f554299485f59863b,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known fo,Charmed,charmed,1.0,SUCCESS,True,True,True
hotpot_5a74397055429974ef308bbe,which coach did the longest tenured active coach n both the NBA and all US major,Bob Hill,marvin lewis,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8ae61955429970aeb70326,Are both Deerhunter and Nine Lashes American Christian rock bands?,no,yes,0.0,G1_confabulation,True,True,True
hotpot_5ac3d21e554299204fd21e8b,"Which composer was wrote his music most recently, Michael Tippett or Luigi Cheru",Michael Kemp Tippett,michael tippett,0.8,SUCCESS,True,True,True
hotpot_5a713a5a5542994082a3e6a9,What football club plays in the area between the old tool gates: Brook Bar and T,Manchester United,manchester united f c,0.667,SUCCESS,True,True,True
hotpot_5ae4bc7955429913cc2044e9,"To which competition did the University at Albany, SUNY send a Puerto Rican hurd",the 2016 World Indoor Championships,university at albany suny,0.0,G1_confabulation,True,True,True
hotpot_5ae496735542995dadf2435d,The 2008–09 Texas Tech Red Raiders played in which athletic conference headquart,Big 12,big 12 conference,0.8,SUCCESS,True,True,True
hotpot_5a8484495542997175ce1ee8,Jamie Campbell Bower was a cast member of the TNT show that was canceled after h,one,3,0.0,G1_confabulation,True,True,True
hotpot_5ac294b955429921a00aafd0,"Which magazine was created first, Macworld or Soaps In Depth?",Macworld,macworld,1.0,SUCCESS,True,True,True
hotpot_5ac13e195542994ab5c67cc5,One of the actors from the web series Red Bird is also known for what character ,Kramer's caddy Stan,george costanza,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ae56fb85542993aec5ec1a9,"What software company developed Fade to black and it's 1992 Sequel, Flashback? ",Delphine Software International,delphine software international,1.0,SUCCESS,True,True,True
hotpot_5a7929c8554299029c4b5f11,"Which breed of dog has origins outside of the United States, Old German Shepherd",Old German Shepherd Dog,old german shepherd dog,1.0,SUCCESS,True,True,True
hotpot_5a8008b95542992097ad2fcf,"The Light Princess was inspired by ""what"" literary tale published by Charles Per",Sleeping Beauty,sleeping beauty,1.0,SUCCESS,True,True,True
hotpot_5a90984f55429933b8a20578,"The man tried for the murder of Anthony ""White Tony"" Johnson is suspected of how",96,96,1.0,SUCCESS,True,True,False
hotpot_5ac2a3c7554299218029dadb,"Which genus has more species in it, Othonna or Stangeria?",Othonna,othonna,1.0,SUCCESS,True,True,True
hotpot_5a7f39d055429934daa2fd2a,"Which is a comedy film, The Million Dollar Duck or Don Quixote?",The Million Dollar Duck,million dollar duck,1.0,SUCCESS,True,True,True
hotpot_5ade3bf75542997c77adedb8,"who has written more than 100 books, Yaşar Kemal or Avram Noam Chomsky?",Avram Noam Chomsky,noam chomsky,0.8,SUCCESS,True,True,True
hotpot_5a7283365542991f9a20c4b2,Allison Gross is a character in a story which applies what writing technique tha,rule of three,rule of three,1.0,SUCCESS,True,True,True
hotpot_5a8d8e4f5542994ba4e3dca7,"The NG postcode area is situated approximately how many miles from Gamston, Rush",approximately 3 mi,3 mi,0.8,SUCCESS,True,True,True
hotpot_5a7a11c85542996a35c170b4,What is the English translation of the name of the novel series which the Four I,"""The Four Great Constables""",four great constables,1.0,SUCCESS,True,True,True
hotpot_5abee75f5542993fe9a41d8e,Channel 8 has broadcast which American sports series that premiered in 1973?,HBO World Championship Boxing,hbo world championship boxing,1.0,SUCCESS,True,True,True
hotpot_5ae4d7fc5542990ba0bbb16f,Are both Stephen R. Donaldson and Michael Moorcock science fiction writers?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a7e3c6e5542994959419937,What big-budget epic film was released the same year as the film that focuses on,Cleopatra,cleopatra,1.0,SUCCESS,True,True,True
hotpot_5a77a4fd5542997042120abc,Which professional footballer played for Kadji Sports Academy as a youth and wen,Samuel Eto'o Fils,samuel eto o,0.857,SUCCESS,True,True,True
hotpot_5a7b2144554299042af8f6f7,What town's geographic feature is the battle James Swan was twice wounded at nam,"Charlestown, Massachusetts",swan s island,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a738225554299623ed4abc3,"Which musical fantasy film is older, Bedknobs and Broomsticks or The Muppet Chri",Bedknobs and Broomsticks,bedknobs and broomsticks,1.0,SUCCESS,True,True,True
hotpot_5ac448185542995c82c4ad1b,Which video game featured the Houston Rockets player named NBA Sixth Man of the ,James Harden,nba live 18,0.0,G1_confabulation,True,True,True
hotpot_5ab85f555542992aa3b8c8ca," ""Hold On"" is a song that features the vocals of a British singer whose debut al",Mercury Prize,mercury prize,1.0,SUCCESS,True,True,True
hotpot_5ae5d06a55429929b08079b4,From which team did the linebacker for four NFL teams between 1985-1996 get fire,The Jacksonville Jaguars,jacksonville jaguars,1.0,SUCCESS,False,True,False
hotpot_5ae1e8ab5542997283cd22ca,Anna Camp had a recurring role in the Fox series created by whom?,Mindy Kaling,rob thomas,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a7780e855429949eeb29e9f,"What actor portrayed that characters ""Kick-Ass"" and ""Count Vronsky""?",Aaron Taylor-Johnson,aaron taylor johnson and kieron moore,0.667,SUCCESS,True,True,True
hotpot_5ab9d13455429939ce03dc31,Margaret Wilson and Edna St. Vincent Millay have both been given what?,Pulitzer Prize,pulitzer prize,1.0,SUCCESS,True,True,True
hotpot_5a7d215255429909bec76979,Water Night was composed by what Grammy-winning American composer?,Eric Whitacre,eric whitacre,1.0,SUCCESS,True,True,True
hotpot_5abc817c5542993a06baf8fd,"""This Ole House"" topped the UK chart in 1981 in a recording by a platinum-sellin",in the late 1960s,late 1960s,0.8,SUCCESS,True,True,True
hotpot_5ae388ea5542994393b9e6f0,Who is both an Austrialian-born British independent filmaker and is known for hi,Brady Haran,brady haran,1.0,SUCCESS,True,True,True
hotpot_5ae49bb755429970de88d9d7,Fash Mosque is 4.5 km away from which mosque originally built by Muhammad?,Al-Masjid an-Nabawī,al masjid nabawi,0.667,SUCCESS,True,True,True
hotpot_5ae1ab715542997f29b3c0f7,"What ""Virtual Choir""-noted conductor has created works for the Austin-based ense",Eric Edward Whitacre,eric whitacre,0.8,SUCCESS,True,True,True
hotpot_5ade157e55429939a52fe802,"Jaroslav Kvapil the Czech poet was born in the Kingdom of Bohemia, also referred",Czech Kingdom,czech kingdom,1.0,SUCCESS,True,True,True
hotpot_5ab973b35542996be20204fd,"The non-fiction book ""Finding Chandra"" is about an affair between the victim and",USC Marshall School of Business,university of illinois,0.25,S2_selection_chunk_miss,False,True,False
hotpot_5ae3df6e5542992e3233c48e,Indian Mound Cottage was owned by the financier that co-founded which company?,Standard Oil,standard oil,1.0,SUCCESS,True,True,True
hotpot_5ab8756755429934fafe6dd3,When was the American writer of the a series of four vampire-themed fantasy roma,"December 24, 1973",december 24 1973,1.0,SUCCESS,True,True,True
hotpot_5a828c3355429940e5e1a8f0,Kung Fu Magoo is a Mexican-American animated action comedy film with an English ,Naruto Uzumaki,kate higgins,0.0,G1_confabulation,True,True,True
hotpot_5ae17d6855429901ffe4aea7,Which radioshow did Frank Sinatra appear on the year he won an Academy Award?,"BBC Radio's ""The Show Band Show""",lux radio theatre,0.222,S2_selection_chunk_miss,False,True,False
hotpot_5a7ca4485542990527d554f1,What was the address of the penitentiary where Jimmy Elliot was sentenced?,2027 Fairmount Avenue,eastern state penitentiary,0.0,G1_confabulation,True,True,True
hotpot_5ade61fd554299728e26c704,Get Off is an album by a group using which style originating in NYC in the early,Disco,disco,1.0,SUCCESS,True,True,True
hotpot_5a821b4b5542995ce29dccab,Where is the usual main ingredient of Hákarl normally found?,North Atlantic Ocean and Arctic Ocean,greenland shark,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ab9e2055542994dbf019884,What kind of group does At the Drive-In and Muse have in common?,band,band,1.0,SUCCESS,True,True,True
hotpot_5ab209ec554299722f9b4ca2,What video game character did the voice actress in the animated film Alpha and O,"Kairi in the video game series ""Kingdom Hearts"".",juliet starling,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a7292385542994cef4bc342,"Who wrote lyrics for both ""Little Shop of Horrors"" and the song ""Be Our Guest?"" ",Howard Elliott Ashman,howard ashman,0.8,SUCCESS,True,True,False
hotpot_5ab84f2c55429934fafe6d54,The Red Queen's Race is a science fiction short story that uses the Red Queen's ,Alice's Adventures in Wonderland,alice s adventures in wonderland,1.0,SUCCESS,True,True,True
hotpot_5a8b78f055429971feec471a,Was Steve Sekely and Willian King Baggot known by multiple names or nicknames?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5adff4a555429925eb1afb91,"Which airport is closer to the Atlantic ocean: Wilmington International Airport,",Wilmington International Airport,wilmington international airport,1.0,SUCCESS,True,True,True
hotpot_5adfb698554299603e418385,Who created the manga series originally serialized from 1994-1995with a superher,Tonde Burin,taeko ikeda,0.0,G1_confabulation,False,True,True
hotpot_5a862f985542991e771815af,"Who wrote and directed the American film, Elephant?","American film ""Elephant"" by Gus Van Sant",gus van sant,0.6,SUCCESS,False,True,True
hotpot_5a88a1bb5542997e5c09a64c,Who directed a 2006 film where Ron Perkins character plays the manager of a hote,Christopher Nolan,christopher nolan,1.0,SUCCESS,True,True,True
hotpot_5ae70ed7554299572ea546a1,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Mu",Charlie Murphy,charlie murphy,1.0,SUCCESS,True,True,True
hotpot_5a828a7b55429954d2e2eb69,The retired American professional basketball player Walt Williams attended this ,Big Ten Conference,big 12 conference,0.667,SUCCESS,False,True,True
hotpot_5a865bbf5542991e77181615,what movie starring Melissa McCarthy features a character named Slimer?,Ghostbusters: Answer the Call,ghostbusters,0.5,SUCCESS,True,True,True
hotpot_5a7c2f145542996dd594b8b4,The actress who made her film debut in Friday Night Lights also starred in a 201,McG,mcg,1.0,SUCCESS,True,True,True
hotpot_5ac2a41e55429967731025d0,What year was the bank famously opposed by Brendan Bracken for co-operation with,1694,1694,1.0,SUCCESS,True,True,False
hotpot_5a8b67b655429950cd6afcde,Who is the controlling shareholder of the world's fourth-largest tyre manufactur,Jürgen M. Geissinger,schaeffler ag,0.0,G1_confabulation,True,True,True
hotpot_5ab9d02155429970cfb8ebb0,Jared Has Aides was about the spokesperson for which company?,Subway,subway,1.0,SUCCESS,True,True,True
hotpot_5a7fd6fc5542995d8a8ddf31,"Who had more career changes, Charles A. Agemian or Arshile Gorky?",Charles A. Agemian,i don t know,0.0,G3_abstention,True,True,True
hotpot_5ab1e97f554299340b525427,What is the length of an episode for the show that Jose María del Río is a narro,seven-minute episodes.,seven minutes,0.4,G2_reasoning_error,True,True,True
hotpot_5ae74fc45542997b22f6a6b4,What is the full name of the viral respiratory disease in which Yi Guan's resear,severe acute respiratory syndrome,severe acute respiratory syndrome,1.0,SUCCESS,False,True,True
hotpot_5ae7793c554299540e5a55c2,What park replaced American's first waterpark designed by the creator of seaworl,Krakatau,universal s volcano bay,0.0,G1_confabulation,True,True,True
hotpot_5a90b6985542990a984936c2,"The film ""Arthur Newman"" stars Colin Firth and an actress that made her professi","""The Royal Family""",royal family,1.0,SUCCESS,True,True,True
hotpot_5ab43b8a5542991779162c22,"Piano Concerto No. 6 in D major, Hess 15 is an unfinished piano concerto by a co",1827,1827,1.0,SUCCESS,True,True,False
hotpot_5abb342055429966062416e8,The world's greatest Super-Heroes anthology showcased one of four superheroes kn,Captain Marvel,captain marvel,1.0,SUCCESS,True,True,True
hotpot_5a7a49d85542994f819ef1bc,Who was born first of Leslie S. Hiscott and James Rolfe,Leslie Stephenson Hiscott,leslie s hiscott,0.667,SUCCESS,True,True,True
hotpot_5ae1408a5542997b2ef7d17c,"Which is a university in Pennsylvania, University of New Haven or Carnegie Mello",Carnegie Mellon University,carnegie mellon university,1.0,SUCCESS,True,True,True
hotpot_5ac507825542994611c8b32b,"Angry Dad: The Movie  was first introduced in what episode of ""The Simpsons"" Tha",I Am Furious,i am furious yellow,0.857,SUCCESS,True,True,True
hotpot_5ae21937554299234fd043d3,"Who is descended from William, 4th Lord Livingston and was a statesman from New ",Philip Livingston,philip livingston,1.0,SUCCESS,True,True,True
hotpot_5abdbf3755429933744ab818,Have Tionne Watkins and Park So-yeon both been members of a girl group?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5ab225565542993be8fa98bf,What child starred in a Chicago production of Alice Walker's 1982 novel?,Diamond White,diamond white,1.0,SUCCESS,True,True,True
hotpot_5ab7c3ed5542991d322237b2,Are Mike Bryan and Ray Ruffels both tennis players?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a7b1e22554299042af8f6e4,What award won by only twelve people has a man who Ted Kooshian has performed wi,EGOT,egot,1.0,SUCCESS,True,True,True
hotpot_5ab78a445542992aa3b8c826,"How many records did the singer who sang ""Four Seasons of Love"" sell worldwide?",140 million,140 million,1.0,SUCCESS,True,True,True
hotpot_5a721dfd55429971e9dc928b,Which of Kylian Hazard's older brothers plays for the German Bundesliga club Bor,Thorgan Ganael Francis Hazard,thorgan hazard,0.667,SUCCESS,True,True,True
hotpot_5ae2138c5542997283cd23b7,Are Villa Paletti and Betrayal at House on the Hill both board games?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a8eb63455429917b4a5bdb7,"With which American musician, singer-songwriter, and multi-instrumentalist from ",St. Vincent,st vincent,1.0,SUCCESS,True,True,True
hotpot_5ab53436554299637185c504,where was the musician and stand up comedian who recorded and released a live pe,"Northampton, England",northampton england,1.0,SUCCESS,True,True,True
hotpot_5a7d54165542995f4f402256,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south sid",Yellowcraig,yellowcraigs,0.0,G1_confabulation,True,True,True
hotpot_5ae533535542993aec5ec173,Watercliffe Meadow Primary Schools name change is an example of what term genera,political correctness,political correctness,1.0,SUCCESS,True,True,True
hotpot_5ac3ac1855429939154138ab,What are both Eleutherococcus and Amaryllis?,genus,genera,0.0,G1_confabulation,True,True,True
hotpot_5ac2f79e5542996773102661, Chun Woo-hee's notable films include a South Korean horror film about  a police,illnesses,wailing,0.0,G1_confabulation,True,True,True
hotpot_5ae8167b55429952e35eaa06,What 1876 battle featured the Other Magpie?,Battle of the Rosebud,battle of rosebud,1.0,SUCCESS,True,True,True
hotpot_5adca0845542994d58a2f684," ""One Less Set of Footsteps"" is a song written and performed by a singer born in",1943,1915,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ac3d9c9554299204fd21ea3,Erica Packer was the second wife of what Australian businessman?,James Packer,james packer,1.0,SUCCESS,True,True,True
hotpot_5ab6654455429954757d3281,Arbutus and Aspidistra are what types of plants?,flowering plants,arbutus ericaceae aspidistra asparagaceae,0.0,G1_confabulation,True,True,True
hotpot_5ab576c4554299637185c5a4,TMNT is a single-player action-adventure multi-platform action game based on a f,Mako,mako,1.0,SUCCESS,True,True,True
hotpot_5ab6bdd255429953192ad36e,In what country are both Ugni and Stenomesson native plants?,Chile,chile,1.0,SUCCESS,True,True,True
hotpot_5a731a635542994cef4bc458,What series has Smith worked on that is based on a novel by Margaret Atwood?,The Handmaid's Tale,handmaid s tale,1.0,SUCCESS,True,True,True
hotpot_5a89d48c554299515336132e,What Electoral Division in Victoria contained a suburb of Melbourne with a popul,The Division of Fawkner,division of fawkner,1.0,SUCCESS,True,True,True
hotpot_5ae4a1875542995ad6573dd2,Nicolau Colaco played as a defender in the men's professional league sponsored b,Hero,indian super league,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8c9641554299585d9e36f5,"Which season of Alias does the English actor, who was born 25 June 1961, appear?",three,season 3,0.0,G1_confabulation,True,True,True
hotpot_5ac300905542996773102682,Devilment finally found a stable vocalist in the founding member of which band?,Cradle of Filth,cradle of filth,1.0,SUCCESS,True,True,True
hotpot_5a7da3a95542990b8f5039e6,What position did the former Major League Baseball player play who worked on the,first baseman,first baseman,1.0,SUCCESS,True,True,True
hotpot_5abd27ba5542993062266ba7,What intrusment did Jem Finer play in the band The Pogues?,banjo player,banjo,0.667,SUCCESS,True,True,True
hotpot_5abe364e5542993f32c2a08e,"Lollipop Chainsaw featured Juliet Starling, who was voiced by a Canadian-America",Teen Titans Go!,teen titans go,1.0,SUCCESS,True,True,True
hotpot_5adca8375542990d50227cd4,"What year was the song that some critics compared to ""Fading"" released? ",2008,2010,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5abda2b755429933744ab80f,Hermann Wilhelm Göring was a veteran fighter pilot in a war that ended in what y,1918,1918,1.0,SUCCESS,True,True,False
hotpot_5abae3b05542996606241661,What is the nick name of this former American professional football player who p,The Boz,brian bosworth,0.0,G1_confabulation,True,True,True
hotpot_5ae277575542996483e649b2,What is the name of the largest film production company in Hong Kong that won th,Shaw Brothers,shaw brothers studio,0.8,SUCCESS,True,True,True
hotpot_5ae0e183554299422ee9953f,"Did Qionghai or Suining  have a population of 658,798 in 2002? ","In 2002, Suining had a population of 658,798.",suining,0.222,G4_extraction_error,True,True,True
hotpot_5ae53b545542990ba0bbb23c,Where does the hotel and casino located in which Bill Cosby's third album was re,Las Vegas Strip in Paradise,flamingo hotel,0.0,G1_confabulation,True,True,True
hotpot_5ac2546a554299636651997b,"Who has released more studio albums, Candlelight Red or Motion City Soundtrack?",Motion City Soundtrack,motion city soundtrack,1.0,SUCCESS,True,True,True
hotpot_5ab480715542991751b4d798,"In which year was this historic diner in Albany, New York built, which also was ",1941,1941,1.0,SUCCESS,True,True,False
hotpot_5ab545d3554299494045ef5c,"The producer of ""Live By NIght"" began his film career playing what role in ""Crit",Josh,josh,1.0,SUCCESS,True,True,True
hotpot_5a8b2f2b5542995d1e6f12fa,"What are these two Malaysian businesses, Theme Park Hotel and Genting Highlands,",resort,hotels and resorts,0.0,G1_confabulation,True,True,True
hotpot_5ac5382c5542996feb3fea43,"What year was the company, who released Forever Kingdom for PlayStation 2, found",1986,1986,1.0,SUCCESS,True,True,False
hotpot_5ae1389655429901ffe4ae05,Bethpage State Parkway begins with an interchange at which Long Island-based lim,Southern State Parkway,southern state parkway,1.0,SUCCESS,True,True,True
hotpot_5a750de95542993748c897ac,What Jurassic Park star was also in the Rainbow Warrior?,Nigel John Dermot Neill,sam neill,0.333,S2_selection_chunk_miss,True,True,False
hotpot_5a862da855429960ec39b640,Who sponsors the award Alex Rodriguez won two of?,Rawlings,commissioner bud selig,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5adfd56655429925eb1afaac,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A",David Patrick Griffin,tony blackburn,0.0,G1_confabulation,True,True,True
hotpot_5a8c62f5554299585d9e367b,By what other names was the king known whose reign was the first included in the,Edward Longshanks and the Hammer of the Scots,edward i,0.25,G2_reasoning_error,True,True,True
hotpot_5a7369da55429901807db037,In what group was the writer of Songs and Dances of Death in?,"""The Five""",five,1.0,SUCCESS,True,True,True
hotpot_5ae5e8c85542996de7b71a69,Name the actor who has acted in the film Arrival and who has been nominated for ,Jeremy Renner,jeremy renner,1.0,SUCCESS,True,True,True
hotpot_5a80db5055429938b6142218,"Whos version of Dawn of the Dead did R.D. Reid act in, the original by Zack Snyd",Zack Snyder,zack snyder s,0.8,SUCCESS,True,True,True
hotpot_5abc23c45542993a06baf896,Which region of Austria means 'Estate of the Salt Chamber' and covers the villag,Salzkammergut,salzkammergut,1.0,SUCCESS,True,True,True
hotpot_5a77b5c255429967ab10523c,"What player with the nickname ""Cocky"" played in the 1928 Philadelphia Athletics ",Edward Trowbridge Collins Sr.,eddie collins,0.333,G2_reasoning_error,True,True,True
hotpot_5ae1b01b5542997283cd2237,"What film genre involves humor and love, as seen in Mamma Mia: Here We Go Again!",Romantic comedy films,romantic comedy,0.8,SUCCESS,True,True,True
hotpot_5ae15d70554299422ee9966f,Who costarred in 1935 American drama film Les Misérables with the husband of Els,Fredric March,charles laughton,0.0,G1_confabulation,False,True,True
hotpot_5a72a6d855429901807daf27,"Of four Harry S. Truman Supreme Court candidates, who was the 53rd United States",Fred M. Vinson,fred m vinson,1.0,SUCCESS,True,True,True
hotpot_5ab4b7d15542996a3a969fbc,"Who was this American Founding Father, a proponent of democracy, republicanism, ",Thomas Jefferson,thomas jefferson,1.0,SUCCESS,True,True,True
hotpot_5aba549f554299232ef4a290,What kind of song did Alexander Grant produce for Eminem?,a midtempo hip hop ballad,hip hop ballad,0.857,SUCCESS,True,True,True
hotpot_5a8d7f2b554299068b959d0c,When William Gladstone successfully relaunched his political career in Scotland ,Liberal Party,liberal party,1.0,SUCCESS,True,True,True
hotpot_5abd85375542993062266cba,Chancellor Otto von Bismark and Reichstadt agreement were also part of what Leag,League of the Three Emperors,league of three emperors,1.0,SUCCESS,True,True,True
hotpot_5a82360055429903bc27ba46,"This American is best known for his work on such Disney animated films as ""Beaut",Quasimodo,robby benson,0.0,G1_confabulation,True,True,True
hotpot_5a90a9a45542990a9849367e,"Which species is the most numerous, Podocarpus or Osmunda? ",Podocarpus,podocarpus,1.0,SUCCESS,True,True,True
hotpot_5ab298fb554299449642c922,Who was known for playing a fictionalized version of the wild politician who was,James Gregory,peter sellers,0.0,G1_confabulation,True,True,True
hotpot_5ab482815542990594ba9c3d,"Flowers in the Attick starred which ""Mad Men"" actress?",Kiernan Brennan Shipka,alison brie,0.0,G1_confabulation,True,True,True
hotpot_5a747a3755429974ef308c09,What two occupations did Scott Weiland and Richard Hawley have in common?,singer and songwriter,musicians,0.0,G1_confabulation,True,True,True
hotpot_5adbe447554299438c868ccd,Are both Arizona v. United States and Reynolds v. United States Supreme Court ca,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5a8e43455542990e94052aa1,Did Greg Costikyan have the same profession as John Dolmayan?  ,no,no,1.0,SUCCESS,True,True,False
hotpot_5a863114554299211dda2aa5,What man won an Academy Award for his work on a drama based on the life of Rocky,Francis Keogh Gleason,al pacino,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ae5d63b5542996de7b71a2d,In what basketball position does the brother of Saulius Kuzminskas play?,small forward,small forward,1.0,SUCCESS,True,True,True
hotpot_5ae5f47c5542996de7b71a82,"Which combat technique also known as Wushu Sanda, is the character of Wu Jing tr",Sanshou (Wushu Sanshou),sanshou,0.5,SUCCESS,True,True,True
hotpot_5ac38ce255429939154137c2,What do a Flaming beverage and a Gin and tonic have in common?,cocktails,tonic water,0.0,G1_confabulation,True,True,True
hotpot_5a8459aa5542996488c2e51e, Kenneth Anderson served under the General who was which President of the United,34th,dwight d eisenhower,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a7bcd68554299294a54aaf0,"Who was born first, Mark Steven Johnson or Robert Thornby?",Robert Thornby,robert thornby,1.0,SUCCESS,True,True,True
hotpot_5a8a5dd055429970aeb702c7,"Domestic Disturbance stars an actor who voiced what character in ""Monsters, Inc.",Randall Boggs,randall boggs,1.0,SUCCESS,True,True,True
hotpot_5a79ea435542996c55b2dc9e,Who was the captain of the only battleship to provide gunfire support during the,Rear Adm. J. Edward Snyder,j edward snyder,0.75,SUCCESS,True,True,True
hotpot_5a875154554299211dda2be7,Who founded the honky tonk that is at the center  of John Travolta's  third majo,Mickey Gilley,sherwood cryer,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8727dd5542991e771816f8,Wojtek Wolski played for what team based in the Miami metropolitan area?,Florida Panthers,florida panthers,1.0,SUCCESS,True,True,True
hotpot_5aba11d25542994dbf0198a6,Which party dominated the last three elections of the state in which Arataca is ,Workers' Party,workers party,1.0,SUCCESS,True,True,True
