query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
2wiki_33f51d7e0bde11eba7f7acde48001122,What nationality is the director of film Blood Street?,Chinese,american,0.0,S2_selection_chunk_miss,False,True,False
2wiki_9e2fc7ef08c711ebbd91ac1f6bf848b6,Are both director of film Krodham and director of film Sangamam (1977 Film) from,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_dc15d27e0bdd11eba7f7acde48001122,Which country Phương Mai's father is from?,Annam,vietnam,0.0,G1_confabulation,True,True,True
2wiki_5b5f44080bb011ebab90acde48001122,"Who is Hermann, Prince Of Hohenlohe-Langenburg's paternal grandfather?",Charles Louis,i don t know,0.0,G3_abstention,True,True,True
2wiki_a6d2055b087811ebbd67ac1f6bf848b6,"Which film has the director died earlier, The Devil At 4 O'Clock or Encounters I",The Devil At 4 O'Clock,mervyn leroy,0.0,G1_confabulation,False,True,True
2wiki_43d8b52c0baf11ebab90acde48001122,Who is Princess Mafalda Of Savoy's maternal grandmother?,Milena Vukotić,elizabeth of york,0.0,S2_selection_chunk_miss,False,True,False
2wiki_86f907240bd911eba7f7acde48001122,Where was the father of Hachiun born?,Khamag Mongol,i don t know,0.0,G3_abstention,True,True,True
2wiki_6b4f5bf008d611ebbd98ac1f6bf848b6,Are director of film Annie Laurie (1916 Film) and director of film On Velvet fro,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1c75e9080bde11eba7f7acde48001122,When did Dean Paul Martin's father die?,"December 25, 1995",i don t know,0.0,G3_abstention,True,True,True
2wiki_ac354ea00baf11ebab90acde48001122,Who is the paternal grandmother of Princess Louise Of Denmark (1726–1756)?,Louise of Mecklenburg-Güstrow,sophie magdalene of brandenburg kulmbach,0.222,G2_reasoning_error,True,True,True
2wiki_c96e87340baf11ebab90acde48001122,Who is Priyadarshini Raje Scindia's father-in-law?,Madhavrao Scindia,sonia gandhi,0.0,G1_confabulation,True,True,True
2wiki_7ab366f60bdb11eba7f7acde48001122,Where did the director of film The Escapist (2002 Film) study?,National Film and Television School,glasgow school of art,0.222,G2_reasoning_error,True,True,True
2wiki_233e8a6108e611ebbda4ac1f6bf848b6,"Which film has the director who died first, Beat Girl or The White Squaw?",Beat Girl,ray nazarro,0.0,G1_confabulation,False,True,True
2wiki_679fd51608b811ebbd88ac1f6bf848b6,"Which film has the director who was born later, Lost At Sea (Film) or Iris: The ",Iris: The Movie,iris movie,1.0,SUCCESS,False,True,True
2wiki_e55095520bda11eba7f7acde48001122,What is the place of birth of the director of film Red 2 (Film)?,"Wilton, Connecticut",poznań,0.0,S2_selection_chunk_miss,False,True,False
2wiki_08b4d30e08d511ebbd98ac1f6bf848b6,"Which film has the director born first, Killer: Dead Or Alive or Adultery: A Use",Adultery: A User'S Guide,christine pascal,0.0,G1_confabulation,False,True,True
2wiki_b3c7f126086311ebbd5eac1f6bf848b6,Are both directors of films Coupe De Ville (Film) and Cold Weather from the same,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_69ef20980bdc11eba7f7acde48001122,Where was the director of film The Planet (Film) born?,Bollnäs,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_6693ce0a0bda11eba7f7acde48001122,Who is the spouse of the director of film Married And In Love?,Maureen O'Sullivan,i don t know,0.0,G3_abstention,True,True,True
2wiki_c35c917e085f11ebbd5dac1f6bf848b6,Are both The Lilac Sunbonnet and The Man Without Desire from the same country?,yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_d03796320baf11ebab90acde48001122,Who is the mother-in-law of Margaret Of Valois?,Jeanne d'Albret,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5c04f9c00bb011ebab90acde48001122,"Who is the paternal grandfather of Gilbert De Umfraville, Earl Of Angus?",Richard de Umfraville,richard de umfraville,1.0,SUCCESS,True,True,True
2wiki_b53c4ade08cc11ebbd93ac1f6bf848b6,"Which film has the director died later, Swing Fever or The Phantom Stage?",The Phantom Stage,swing fever,0.0,G1_confabulation,False,True,True
2wiki_23b46a400bda11eba7f7acde48001122,Where was the director of film Magic Mirror (Film) born?,Porto,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_47431af40baf11ebab90acde48001122,Who is John Of Caesarea's paternal grandmother?,Juliana Grenier,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_85dd56440baf11ebab90acde48001122,Who is Albert G. Simms's father-in-law?,Mark Hanna,i don t know,0.0,G3_abstention,False,True,True
2wiki_3696c8e00bdc11eba7f7acde48001122,When was Patrick Berg's father born?,20 August 1968,i don t know,0.0,G3_abstention,True,True,True
2wiki_7447047c0bda11eba7f7acde48001122,What nationality is the director of film Never Die Young (Film)?,Luxembourgish,luxembourgian,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5f00dcb4084c11ebbd56ac1f6bf848b6,"Which film whose director was born first, The Fatal Encounter or Taxi Ramudu?",Taxi Ramudu,n t rama rao,0.0,G1_confabulation,True,True,True
2wiki_982f8e440bdb11eba7f7acde48001122,When was the company that published American Scientist founded?,1886,1913,0.0,S2_selection_chunk_miss,True,True,False
2wiki_1857e70a089a11ebbd77ac1f6bf848b6,Are Will Brownsberger and Philip Phile from the same country?,yes,yes,1.0,SUCCESS,True,True,False
2wiki_c09b13fe0bda11eba7f7acde48001122,Where did the director of film The Adventures Of Gerard graduate from?,National Film School in Łódź,i don t know,0.0,G3_abstention,False,True,True
2wiki_09d13d200bde11eba7f7acde48001122,"Which country George Fitzmaurice, 6Th Earl Of Orkney's father is from?",British,i don t know,0.0,G3_abstention,True,True,True
2wiki_e1fc1b9a08d011ebbd95ac1f6bf848b6,"Who is older, Jimmy Garth or Henrique De Mendonça?",Henrique De Mendonça,henrique de mendonça,1.0,SUCCESS,True,True,True
2wiki_06d0699e0bb011ebab90acde48001122,"Who is Charles Ii, Count Of Nevers's paternal grandmother?",Elizabeth of Nevers,charlotte de bourbon vendome,0.0,G1_confabulation,True,True,True
2wiki_dfa5d876084f11ebbd56ac1f6bf848b6,Are both Ciudad Juárez International Airport and Cancún International Airport lo,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_9c349f6a0bdc11eba7f7acde48001122,Who is the spouse of the director of film Kiss Kiss...Bang Bang?,Lorella De Luca,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5412c02008d211ebbd95ac1f6bf848b6,Are both Little Partridge River (Ontario) and Louse Creek (Alaska) located in th,no,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_aeeccb8e08d811ebbd9cac1f6bf848b6,"Which film whose director is younger, Golmaal Again or Ma Femme S'Appelle Mauric",Golmaal Again,i don t know,0.0,G3_abstention,False,True,True
2wiki_5e9a065e088f11ebbd72ac1f6bf848b6,"Which film has the director who was born earlier, Thalapathi or Pour La Peau D'U",Pour La Peau D'Un Flic,alain delon,0.0,G1_confabulation,False,True,True
2wiki_fb4101280bdd11eba7f7acde48001122,Where did Helen Dortch Longstreet's husband study at?,Army,i don t know,0.0,G3_abstention,True,True,True
2wiki_f6e4582a0bae11ebab90acde48001122,Who is Axel Rosenkrantz's maternal grandfather?,Axel Mowat,i don t know,0.0,G3_abstention,True,True,True
2wiki_286461f808ba11ebbd88ac1f6bf848b6,"Who is younger, Jean Hérold-Paquis or Nick Stephens?",Nick Stephens,nick stephens,1.0,SUCCESS,True,True,True
2wiki_7574702a08b811ebbd88ac1f6bf848b6,"Which film has the director born earlier, More Bloody Meetings or Riders Of The ",Riders Of The Badlands,howard bretherton,0.0,G1_confabulation,False,True,True
2wiki_2316be6608c011ebbd8aac1f6bf848b6,"Which film has the director who died later, The Rainbow Jacket or Mahallada Duv-",Mahallada Duv-Duv Gap,mahallada duv duv gap,1.0,SUCCESS,False,True,True
2wiki_7d569b9108ab11ebbd82ac1f6bf848b6,"Who was born first, Emmanuel Goffi or Mariano Pasini?",Emmanuel Goffi,emmanuel goffi,1.0,SUCCESS,True,True,True
2wiki_7a9123940bda11eba7f7acde48001122,Where was the father of Thomson Mason (1759–1820) born?,Fairfax,i don t know,0.0,G3_abstention,True,True,True
2wiki_1d16ce32089011ebbd72ac1f6bf848b6,"Which film has the director died earlier, Ashes Of Love or English Without Tears",Ashes Of Love,j lee thompson,0.0,G1_confabulation,False,True,True
2wiki_6a37394e0bde11eba7f7acde48001122,Where was the director of film I'Ll Follow You Down born?,Mississauga,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_af4063660bda11eba7f7acde48001122,What nationality is the performer of song Dippermouth Blues?,America,american,0.0,S2_selection_chunk_miss,True,True,False
2wiki_4aa59d960bde11eba7f7acde48001122,Which country the director of film Sarah Silverman: Jesus Is Magic is from?,United States,sweden,0.0,G1_confabulation,False,True,True
2wiki_59a723ca097711ebbdb0ac1f6bf848b6,"Which film was released more recently, Mirror Game or Trooper O'Brien?",Mirror Game,mirror game,1.0,SUCCESS,True,True,True
2wiki_7e671272097711ebbdb0ac1f6bf848b6,Are both Al-Kafat and Ali Kasun located in the same country?,yes,yes,1.0,SUCCESS,True,True,False
2wiki_4f6bc4a20bdb11eba7f7acde48001122,Where does Princess Rym Al-Ali's father work at?,United Nations,lakhdar brahimi,0.0,S2_selection_chunk_miss,False,True,False
2wiki_498dc8a2089111ebbd72ac1f6bf848b6,"Which film has the director died later, Dahleez or The Lights Of Buenos Aires?",Dahleez,lights of buenos aires,0.0,G1_confabulation,False,True,True
2wiki_05a2dec4088811ebbd6eac1f6bf848b6,Do both films Just Getting Started (Film) and The Dove'S Lost Necklace have the ,no,i don t know,0.0,G3_abstention,False,True,True
2wiki_dc42579a0bdd11eba7f7acde48001122,When was the company that published Australian Woman'S Mirror founded?,1880,1924,0.0,S2_selection_chunk_miss,True,True,False
2wiki_901658be084d11ebbd56ac1f6bf848b6,"Which film has the director who was born first, The Fantasy Film Worlds Of Georg",Shep Comes Home,i don t know,0.0,G3_abstention,False,True,True
2wiki_3752e3b80bdc11eba7f7acde48001122,Which award the director of film The Lady (2011 Film) got?,César Award for Best Director,i don t know,0.0,G3_abstention,True,True,True
2wiki_9230ec1a085011ebbd57ac1f6bf848b6,"Which film has the director who was born earlier, The Forbidden Trail or A Weave",The Forbidden Trail,forbidden trail,1.0,SUCCESS,False,True,True
2wiki_e2e9a9560bdb11eba7f7acde48001122,Where was the place of death of the director of film Small Town Boy?,"Orlando, Florida",worthing sussex,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1a76997408a311ebbd7bac1f6bf848b6,"Which film has the director died earlier, Crime Against Joe or Vagabonderne På B",Vagabonderne På Bakkegården,lee sholem,0.0,G1_confabulation,False,True,True
2wiki_6c843084085b11ebbd5cac1f6bf848b6,"Which film whose director is younger, Night Of The Creeps or Under The Sky Of Pa",Night Of The Creeps,night of creeps,1.0,SUCCESS,False,True,True
2wiki_48afc3280bb011ebab90acde48001122,Who is the mother-in-law of Princess Clotilde Of Saxe-Coburg And Gotha?,Duchess Maria Dorothea of Württemberg,i don t know,0.0,G3_abstention,False,True,True
2wiki_6e5de2c908b611ebbd88ac1f6bf848b6,"Which film has the director who died first, Promised Heaven or Fire Over England",Fire Over England,william k howard,0.0,G1_confabulation,False,True,True
2wiki_2ef2a1900baf11ebab90acde48001122,Who is the paternal grandmother of Shiban?,Börte,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5ead23420baf11ebab90acde48001122,Who is Charles Armand Powlett's paternal grandfather?,"Charles Paulet, 1st Duke of Bolton",i don t know,0.0,G3_abstention,True,True,True
2wiki_c5ac4c81090111ebbdadac1f6bf848b6,"Which film was released more recently, Muhwagwa or The Policeman Of The 16Th Pre",The Policeman Of The 16Th Precinct,policeman of 16th precinct,1.0,SUCCESS,True,True,True
2wiki_60f752560bde11eba7f7acde48001122,Where was the director of film Chopsticks (Film) born?,India,i don t know,0.0,G3_abstention,False,True,True
2wiki_0a9f880a0bda11eba7f7acde48001122,Who is the spouse of the director of film The Dressmaker From Paris?,Jean Harlow,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_b3bab9fa0bda11eba7f7acde48001122,Which country the director of film The White Countess is from?,America,british,0.0,G1_confabulation,True,True,True
2wiki_5cb7bdda0bb011ebab90acde48001122,"Who is the paternal grandfather of Johann Adolf Ii, Duke Of Saxe-Weissenfels?","Augustus, Duke of Saxe-Weissenfels",august of saxe weissenfels,0.667,SUCCESS,True,True,True
2wiki_9ec332a00baf11ebab90acde48001122,Who is Louis X Of France's maternal grandfather?,Henry I of Navarre,charles duke of orléans,0.25,G2_reasoning_error,False,True,True
2wiki_662f57cc093e11ebbdaeac1f6bf848b6,"Which film was released more recently, Pontius Pilate (Film) or Lindsay'S Boy?",Lindsay'S Boy,lindsay s boy,1.0,SUCCESS,True,True,True
2wiki_bb7527e4089b11ebbd78ac1f6bf848b6,"Which film has the director born earlier, Onnaman or The Phantom And Dona Juanit",The Phantom And Dona Juanita,rafael gil,0.0,G1_confabulation,False,True,True
2wiki_fdf57668086f11ebbd62ac1f6bf848b6,"Which film has the director who died first, Lonesome Cowboys or The Reluctant As",Lonesome Cowboys,edward montagne,0.0,G1_confabulation,False,True,True
2wiki_6bc3222c086511ebbd5eac1f6bf848b6,"Which film has the director who is older, The Woman Next Door or La Estatua De C",La Estatua De Carne,chano urueta,0.0,G1_confabulation,False,True,True
2wiki_608c01f00bdd11eba7f7acde48001122,What is the place of birth of the director of film The One And Only Ivan (Film)?,London,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_71f393820baf11ebab90acde48001122,Who is the paternal grandfather of Ollom Fotla?,Sétna Airt,fíachu fínscothach,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f29b248a0bd911eba7f7acde48001122,"When was William Craven, 6Th Baron Craven's wife born?",17 December 1750,1750,0.5,SUCCESS,True,True,True
2wiki_f35de9ae087611ebbd67ac1f6bf848b6,Do director of film Stop Thief! (1915 Film) and director of film Beaches (Film) ,no,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1712ca3a08a011ebbd78ac1f6bf848b6,Do both films Hoots Mon! (1940 Film) and Don Juan Demarco have the directors tha,yes,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_b428fe9a0baf11ebab90acde48001122,Who is the maternal grandmother of Prince René Of Bourbon-Parma?,Adelaide of Löwenstein-Wertheim-Rosenberg,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e774a2a00bae11ebab90acde48001122,"Who is the paternal grandfather of Charles Ii, Count Of Alençon?",Philip III of France,i don t know,0.0,G3_abstention,True,True,True
2wiki_6a953aae0bb011ebab90acde48001122,Who is the child of Graziano Rossi?,Luca Marini,valentino rossi,0.0,G1_confabulation,True,True,True
2wiki_015a72a60bde11eba7f7acde48001122,Where was the father of Bonne Of Armagnac born?,Paris,i don t know,0.0,G3_abstention,True,True,True
2wiki_6edf73da0bde11eba7f7acde48001122,Where was the director of film The Phantom Foe born?,New York,i don t know,0.0,G3_abstention,False,True,True
2wiki_b592bb5c0bd911eba7f7acde48001122,Where was the director of film Axiliad born?,Łódź,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_61d4545708b111ebbd85ac1f6bf848b6,"Which film has the director born first, Gopalapuranam or Here Is The Beauty?",Here Is The Beauty,i don t know,0.0,G3_abstention,False,True,True
2wiki_7354689b08e511ebbda4ac1f6bf848b6,"Which film has the director who was born first, Where The Boys Are '84 or Dekha ",Where The Boys Are '84,hy averback,0.0,G1_confabulation,False,True,True
2wiki_4667c781091411ebbdadac1f6bf848b6,"Which film was released more recently, The Book Of Eli or Fire Birds?",The Book Of Eli,book of eli,1.0,SUCCESS,True,True,True
2wiki_ae585fc20bd911eba7f7acde48001122,Where was the place of death of the director of film They Only Kill Their Master,"Shaftsbury, Vermont",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_9ec413000baf11ebab90acde48001122,Who is the maternal grandfather of Irmgard Of Chiemsee?,Welf,hemma,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f3fa308308af11ebbd84ac1f6bf848b6,"Which film has the director born first, Sudden Jim or The Shanghai Story?",The Shanghai Story,sam newfield,0.0,G1_confabulation,False,True,True
2wiki_71c2ec3c086711ebbd5eac1f6bf848b6,Do both directors of films The Big Delirium and Little Comrade share the same na,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_86b7e74808e211ebbda4ac1f6bf848b6,"Which film came out earlier, Dis-Moi Qui Tuer or Under The Hawthorn Tree (Film)?",Dis-Moi Qui Tuer,dis moi qui tuer,1.0,SUCCESS,True,True,True
2wiki_56d3a3a20bb011ebab90acde48001122,Who is the paternal grandfather of Friedrich Karl Of Limburg Stirum?,Hermann Otto II of Limburg Stirum,i don t know,0.0,G3_abstention,True,True,True
2wiki_003f41f80bde11eba7f7acde48001122,Which country the director of film Teza (Film) is from?,United States,ethiopian,0.0,S2_selection_chunk_miss,False,True,False
2wiki_7506bf7a0bd911eba7f7acde48001122,Where was the father of Princess Isabella Of Bavaria born?,Munich,munich,1.0,SUCCESS,True,True,True
2wiki_0c97f4720bde11eba7f7acde48001122,Where was the place of death of Hayranidil Kadın's husband?,Constantinople,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_84ca26320bb011ebab90acde48001122,Who is Ilu-Mer's grandchild?,Yakmeni,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_fbfb55ac0bdb11eba7f7acde48001122,"Where was the place of death of the performer of song One Bourbon, One Scotch, O","Houston, Texas",worthing sussex,0.0,G1_confabulation,True,True,True
2wiki_1e6b546108cc11ebbd93ac1f6bf848b6,"Who was born first, Semih Özmert or Pita Bolatoga?",Semih Özmert,semih özmert,1.0,SUCCESS,True,True,True
2wiki_e48935f308b011ebbd85ac1f6bf848b6,"Which film has the director born first, 30 Days In Atlanta or Les Tuche 3?",30 Days In Atlanta,olivier baroux,0.0,G1_confabulation,False,True,True
2wiki_6016a42e0bdc11eba7f7acde48001122,Where did the director of film The Steps (Film) graduate from?,Canadian Film Centre,new york university,0.0,S2_selection_chunk_miss,False,True,False
2wiki_710d0e740bde11eba7f7acde48001122,When did Hermann Otto I Of Limburg-Styrum's father die?,7 August 1621,i don t know,0.0,G3_abstention,True,True,True
2wiki_53175e86086b11ebbd5fac1f6bf848b6,"Which film has more directors, Uwantme2Killhim? or The Emperor And The Golem?",The Emperor And The Golem,i don t know,0.0,G3_abstention,True,True,True
2wiki_c822da15089a11ebbd77ac1f6bf848b6,Do both films: Prison Stories: Women On The Inside and Kingston Paradise have th,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1600683e088c11ebbd6fac1f6bf848b6,Was Tom Duponchelle or Kwak Jung-Wook born first?,Kwak Jung-Wook,tom duponchelle,0.0,G1_confabulation,True,True,True
2wiki_07932ed80bde11eba7f7acde48001122,Which country the director of film Martin'S Day is from?,Canada,american,0.0,S2_selection_chunk_miss,False,True,False
2wiki_6d68448a0bdb11eba7f7acde48001122,Which award the performer of song Constantemente Mía got?,Sanremo Music Festival,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_c2fc21d60baf11ebab90acde48001122,Who is the mother-in-law of Queen Hyojeong?,Queen Sinjeong,i don t know,0.0,G3_abstention,True,True,True
2wiki_add8ae83088011ebbd6dac1f6bf848b6,"Which film has the director who died first, The Queen'S Secretary or Shod With F",Shod With Fire,robert wiene,0.0,G1_confabulation,False,True,True
2wiki_b99c67ae0baf11ebab90acde48001122,"Who is the maternal grandmother of Waleran I, Lord Of Ligny?",Philippa of Dreux,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_8cf6b7f4087111ebbd63ac1f6bf848b6,"Which film has the director born later, Napoleon At Saint Helena or The Great Am",The Great American Broadcast,great american broadcast,1.0,SUCCESS,False,True,True
2wiki_43ad02c20bde11eba7f7acde48001122,What nationality is George Randolph Hearst Iii's father?,United States,american,0.0,G1_confabulation,True,True,True
2wiki_5d87207a0bb011ebab90acde48001122,Who is Badi-Al Zaman Mirza Safavi's mother-in-law?,Sultan-Agha Khanum,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_62ca56200bdc11eba7f7acde48001122,Who is the spouse of the performer of song Bob Wills Is Still The King?,Jessi Colter,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_7c236af308d611ebbd98ac1f6bf848b6,"Which film has the director who was born first, Un Ticket Pour L'Espace or West ",Un Ticket Pour L'Espace,un ticket pour l espace,1.0,SUCCESS,False,True,True
2wiki_b436fe68087211ebbd66ac1f6bf848b6,"Are the movies Open Water 2: Adrift and Step Across The Border, from the same co",yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_a83d0a42087e11ebbd6bac1f6bf848b6,"Which film has the director died first, The Mystic or The Hasty Heart?",The Mystic,victor sjöström,0.0,G1_confabulation,False,True,True
2wiki_f16f2e820baf11ebab90acde48001122,Who is Maria Salviati's mother?,Lucrezia de' Medici,lucrezia di lorenzo de medici,0.75,SUCCESS,True,True,True
2wiki_a3bacbed084911ebbd55ac1f6bf848b6,Are the directors of films House Of Ricordi and Blood Of My Blood (2015 Film) bo,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e66957060baf11ebab90acde48001122,Who is Amalie Adlerberg's stepfather?,"Karl Alexander, 5th Prince of Thurn and Taxis",karl alexander fürst von thurn und taxis,0.533,SUCCESS,False,True,True
2wiki_ed0a255408d011ebbd95ac1f6bf848b6,"Which film has the director who died earlier, Blast-Off Girls or Emperor Of The ",Emperor Of The North Pole,herschell gordon lewis,0.0,G1_confabulation,False,True,True
2wiki_34c3c51a0bda11eba7f7acde48001122,What is the date of birth of Emilie Hegh Arntzen's mother?,27 April 1960,i don t know,0.0,G3_abstention,False,True,True
2wiki_b7fa1522089911ebbd77ac1f6bf848b6,"Which film has the director who died later, Paradise And Back or Down Rio Grande",Paradise And Back,paradise and back,1.0,SUCCESS,False,True,True
2wiki_71ec1d80087811ebbd67ac1f6bf848b6,"Which film has the director who died later, The Power Of The Weak or Comedians O",Comedians Of Life,comedians of life,1.0,SUCCESS,False,True,True
2wiki_cd453d020bdd11eba7f7acde48001122,What is the place of birth of Princess Anne Of Löwenstein-Wertheim-Freudenberg's,Kreuzwertheim,i don t know,0.0,G3_abstention,True,True,True
2wiki_299505620baf11ebab90acde48001122,Who is Magdalene Of Jülich-Cleves-Berg's father-in-law?,"Wolfgang, Count Palatine of Zweibrücken",william duke of jülich cleves berg,0.182,S2_selection_chunk_miss,False,True,False
2wiki_20dc870c08c011ebbd8aac1f6bf848b6,Who was born first out of Gilles Marguet and P. K. Abdul Aziz?,P. K. Abdul Aziz,gilles marguet,0.0,G1_confabulation,True,True,True
2wiki_2319739c0bde11eba7f7acde48001122,"What is the date of birth of John I, Duke Of Brunswick-Grubenhagen's mother?",1264,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1778a0f00bdc11eba7f7acde48001122,Where was the place of death of Sisowath Kossamak's husband?,Phnom Penh,china,0.0,G1_confabulation,True,True,True
2wiki_b60fd6a20bdc11eba7f7acde48001122,Where does David Flair's father work at?,Total Nonstop Action Wrestling,i don t know,0.0,G3_abstention,True,True,True
2wiki_7339445e086811ebbd5eac1f6bf848b6,"Who was born first, Gaetano De Rosa or Maja Odžaklievska?",Maja Odžaklievska,maja odžaklievska,1.0,SUCCESS,True,True,True
2wiki_1f9e4658084f11ebbd56ac1f6bf848b6,"Which film has the director who was born first, Final Destination 3 or Emily Bro",Emily Brontë'S Wuthering Heights,i don t know,0.0,G3_abstention,False,True,True
2wiki_ffc9a84108da11ebbd9cac1f6bf848b6,"Which film has the director who died later, Panam Paduthum Padu or Secret Enemie",Panam Paduthum Padu,secret enemies,0.0,G1_confabulation,False,True,True
2wiki_0db2574e0bde11eba7f7acde48001122,Who is the spouse of the composer of film Namma Ooru Nayagan?,Dimple Kapadia,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1a3535d20bdd11eba7f7acde48001122,Which award the composer of film Howrah Bridge (Film) earned?,Filmfare Award,filmfare awards for best film,0.286,G2_reasoning_error,True,True,True
2wiki_816523c60bdc11eba7f7acde48001122,When did Margaret Verney's father die?,10 September 1859,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_4c98d4f008b511ebbd88ac1f6bf848b6,"Which film whose director was born first, Gyeongju (Film) or Armstrong'S Wife?",Armstrong'S Wife,zhang lü,0.0,G1_confabulation,False,True,True
2wiki_dacd8c1c0bd911eba7f7acde48001122,Who is the father of the performer of song Someone Else (Song)?,Billy Ray Cyrus,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_d03d56d808a511ebbd7dac1f6bf848b6,"Who was born later, Louis Alexander Fagan or John Willie Sutcliffe?",John Willie Sutcliffe,john willie sutcliffe,1.0,SUCCESS,True,True,True
2wiki_9f69853208c711ebbd91ac1f6bf848b6,"Which film has the director who was born later, Wake Of The Red Witch or First-Y",First-Year Student,first year student,1.0,SUCCESS,False,True,True
2wiki_a4939cfc08f711ebbdaaac1f6bf848b6,"Who died first, Sadruddin Ahmed Chowdhury or Julia Mcnair Wright?",Julia Mcnair Wright,julia mcnair wright,1.0,SUCCESS,True,True,True
2wiki_cd59a6660bdd11eba7f7acde48001122,"Which country Waleran De Beaumont, 1St Earl Of Worcester's father is from?",England,france,0.0,G1_confabulation,True,True,True
2wiki_a88c568a0bdd11eba7f7acde48001122,When was Martha Érika Alonso's husband born?,30 June 1968,i don t know,0.0,G3_abstention,True,True,True
2wiki_fb25645c0bda11eba7f7acde48001122,What is the place of birth of the director of film Prostitution (1963 Film)?,Algeria,london ontario canada,0.0,S2_selection_chunk_miss,False,True,False
2wiki_9b5d912c093011ebbdaeac1f6bf848b6,"Which album was released first, Gold And Green or Songs Of Leonard Cohen?",Songs Of Leonard Cohen,songs of leonard cohen,1.0,SUCCESS,True,True,True
2wiki_31299a5c0bde11eba7f7acde48001122,Where was the father of Dinanath Puthenchery born?,Kozhikode,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_798af9d00bd911eba7f7acde48001122,What is the place of birth of the director of film Jeremy Scott: The People'S De,Russian,vlad yudin,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f97bacb20bdd11eba7f7acde48001122,Where did the director of film The Gallant Lords Of Bois-Doré die?,Paris,bordeaux,0.0,G1_confabulation,False,True,True
2wiki_892785d00bdd11eba7f7acde48001122,What nationality is Giordano Riccati's father?,Venetian,venetian,1.0,SUCCESS,True,True,True
2wiki_7697af480bde11eba7f7acde48001122,Where did Timothy Shriver's father die?,"Bethesda, Maryland",hollywood california,0.0,G1_confabulation,True,True,True
2wiki_73aba625086c11ebbd61ac1f6bf848b6,"Which film has the director died first, Where The West Begins (1919 Film) or A L",A Lady'S Morals,i don t know,0.0,G3_abstention,False,True,True
2wiki_abdeed760bdc11eba7f7acde48001122,Which award the performer of song Bassline (Chris Brown Song) won?,Grammy Award for Best R&B Album,i don t know,0.0,G3_abstention,True,True,True
2wiki_2a93e15208be11ebbd8aac1f6bf848b6,"Which film has the director who died first, Soul Of The Slums or Hail To The Ran",Hail To The Rangers,frank r strayer,0.0,G1_confabulation,False,True,True
2wiki_563d58c20bdb11eba7f7acde48001122,Which country the director of film The Uncle From Sumatra is from?,Hungarian,austria,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f7ff7626098911ebbdb0ac1f6bf848b6,"Are both villages, Little Rock Village and Jamal Beyg, located in the same count",no,i don t know,0.0,G3_abstention,True,True,True
2wiki_549b26680bde11eba7f7acde48001122,Which country Noemie Fox's father is from?,British,australia,0.0,G1_confabulation,True,True,True
